name,ra,dec,pmra,pmdec,mag,alias
del CrB,237.398529,26.068393,-78.907,-64.894,4.63,
mu. Ser,237.405029,-3.430204,-100.28,-25.99,3.53,
ome Ser,237.573112,2.196509,30.264,-47.593,5.217,
eps Ser,237.704026,4.477731,128.19,62.16,3.693,
chi Lup,237.739772,-33.627147,-16.008,-40.245,3.946,
b Sco,237.744768,-25.751294,-14.053,-24.937,4.635,
kap CrB,237.808047,35.657381,-8.669,-348.35,4.82,
b Ser,237.814966,-3.090506,-90.515,-26.102,5.1,
rho Ser,237.816288,20.97792,-53.507,17.999,4.78,
chi Her,238.168921,42.451517,438.839,629.541,4.62,
39 Ser,238.300405,13.196626,-150.618,-561.24,6.12,
lam Lib,238.333557,-20.167075,-12.977,-17.736,5.027,
2 Sco,238.402995,-25.327141,-15.12,-25.18,4.59,
tet Lib,238.456408,-16.729297,99.453,134.442,4.16,
2 Her,238.657707,43.138564,-33.602,65.167,5.38,
3 Sco,238.664707,-25.243739,-13.214,-24.567,5.87,
40 Ser,238.667811,8.580338,0.982,-0.5,6.266,
47 Lib,238.751506,-19.382932,-7.225,-15.377,5.957,
bet TrA,238.785675,-63.430726,-188.66,-401.85,2.85,
kap TrA,238.873332,-68.603001,-8.966,-6.343,5.097,
4 Sco,238.875306,-26.265982,-41.061,-27.005,5.625,
4 Her,238.877466,42.566192,-23.479,16.275,5.75,
lam CrB,238.94828,37.946957,29.46,79.199,5.424,
gam Ser,239.113261,15.661617,310.93,-1282.19,3.84,
rho Sco,239.221151,-29.214073,-15.68,-24.88,3.86,Iklil
ksi01 Lup,239.222873,-33.966115,11.963,-37.94,5.08,
ksi02 Lup,239.22547,-33.964261,10.663,-41.073,5.55,
phi Ser,239.310712,14.414481,-122.563,87.14,5.53,
eps CrB,239.396881,26.877879,-77.716,-60.971,4.13,
48 Lib,239.547367,-14.279356,-13.843,-16.271,4.87,
pi. Sco,239.712972,-26.114108,-11.42,-26.83,2.91,Fang
eta Lup,240.030532,-38.396709,-16.96,-27.83,3.41,
49 Lib,240.081815,-16.533412,-667.446,-378.224,5.47,
del Sco,240.083355,-22.621706,-10.21,-35.41,2.32,Dschubba
50 Lib,240.198468,-8.411358,-15.544,-13.847,5.526,
rho CrB,240.261085,33.303511,-198.278,-772.245,5.39,
r Her,240.309632,17.818379,-42.53,160.937,5.1,
iot CrB,240.360687,29.851061,-37.817,-7.016,4.971,
tet Dra,240.472276,58.565251,-319.51,334.97,4,
pi. Ser,240.573714,22.804453,4.5,23.359,4.817,
X Her,240.663221,47.240351,-68.631,62.824,6.58,
ups Her,240.699574,46.036704,55.458,-61.501,4.709,
eta Nor,240.803739,-49.229696,41.862,9.996,4.643,
iot01 Nor,240.883706,-57.775073,-120.01,-82.09,4.67,
43 Ser,240.940379,4.986832,-37.963,16.435,6.068,
bet01 Sco,241.3593,-19.805453,-5.2,-24.04,2.62,
bet02 Sco,241.360702,-19.801901,-18.472,-15.594,4.89,
del Nor,241.622715,-45.17328,-18.44,41.784,4.713,
tet Lup,241.6481,-36.80227,-18.145,-32.242,4.201,
ome Sco,241.701779,-20.669192,-8.98,-23.48,3.97,
ome02 Sco,241.851362,-20.868764,42.337,-45.086,4.33,
11 Sco,241.90173,-12.745407,-41.815,-26.035,5.77,
45 Ser,241.906412,9.891741,-20.395,-8.684,5.635,
kap Her A,242.018857,17.046978,-34.067,-6.7,4.994,
kap Her B,242.020606,17.054359,-18.556,-24.736,6.23,
46 Ser,242.023807,10.080441,-30.144,-29.641,6.729,
47 Ser,242.116982,8.534311,-11.462,-6.052,5.73,
phi Her,242.192401,44.934906,-25.359,36.884,4.27,
8 Her,242.194296,17.205637,-18.098,-31.408,6.127,
tau CrB,242.242954,36.490871,-59.431,332.28,4.73,
iot02 Nor,242.327282,-57.934319,-13.979,-59.561,5.57,
14 Her,242.601315,43.817641,131.745,-297.025,6.61,
19 UMi,242.706352,75.877562,-1.213,13.033,5.473,
q Her,242.869743,16.665691,3.552,4.875,6.082,
10 Her,242.90848,23.494801,-21.233,-11.973,5.7,
nu. Sco,242.998898,-19.460704,-7.65,-23.71,4,Jabbah
psi Sco,242.999971,-10.064142,-1.483,-31.351,4.928,
16 Sco,243.030483,-8.547579,44.53,-0.487,5.424,
12 Sco,243.06683,-28.417309,-23.68,-42.44,5.67,
c02 Sco,243.075852,-27.926376,-12.262,-24.252,4.568,
20 UMi,243.13373,75.210681,-44.255,35.735,6.34,
9 Her,243.314287,5.021091,35.792,-3.586,5.453,
39 Nor,243.320705,-53.671174,-4.057,-4.639,5.944,
49 Ser,243.326885,13.526907,182.93,-420.02,6.68,
zet Nor,243.344575,-55.540947,-98.817,-42.07,5.772,
kap Nor,243.369708,-54.630468,-4.59,-22.568,4.94,
chi Sco,243.462109,-11.837748,-4.991,-9.931,5.239,
del Oph,243.58641,-3.694323,-47.54,-142.73,2.75,Yed Prior
sig CrB A,243.670222,33.858614,-268.216,-87.282,5.55,
13 Her,243.755333,11.490025,5.639,-75.421,7.54,
tet Nor,243.813824,-47.37202,-34.654,-45.784,5.124,
del TrA,243.859457,-63.68568,2.73,-12.92,3.839,
16 Her,243.869312,18.808088,-68.674,-84.561,5.69,
18 Sco,243.905292,-8.369439,232.23,-495.378,5.5,
ups CrB,244.186612,29.150261,23.672,-16.546,5.779,
gam01 Nor,244.253892,-50.06812,-1.69,-3.39,5.09,
eta UMi,244.376126,75.755343,-77.647,245.726,4.95,
d Sco,244.57458,-28.61402,-32.169,-101.309,4.782,
eps Oph,244.580376,-4.692513,83.916,40.763,3.23,Yed Posterior
19 Her,244.598545,25.896688,2.788,-5.963,6.693,
lam Nor,244.823527,-42.673972,7.59,-13.3,5.44,
tau Her,244.935152,46.313364,-13.33,38.48,3.87,
gam02 Nor,244.960093,-50.155506,-159.666,-51.94,4.02,
del01 Aps,245.086686,-78.695747,-10.23,-37.43,4.68,
del02 Aps,245.111907,-78.667496,-1.817,-31.511,5.247,
omi Sco,245.159086,-24.169319,-4.32,-14.15,4.57,
sig Sco,245.297149,-25.592792,-10.6,-16.28,2.89,Alniyat
gam Her,245.48006,19.153128,-47.39,43.81,3.76,
sig Ser,245.518117,1.029043,-158.172,50.612,4.82,
ksi CrB,245.524266,30.891996,-97.373,107.313,4.849,
nu.01 CrB,245.58927,33.799052,4.756,-38.223,5.2,
nu.02 CrB,245.621743,33.703479,-5.537,49.931,5.39,
23 Her,245.735412,32.333011,22.163,-7.616,6.404,
eta Dra,245.99786,61.51421,-16.394,57.094,2.74,Athebyne
psi Oph,246.02574,-20.03732,-25.56,-46.378,4.5,
o Her,246.04512,6.94821,2.395,16.148,5.819,
25 Her,246.350703,37.394052,4.366,-16.526,5.54,
ome Her,246.353977,14.033267,38.682,-59.551,4.58,Cujam
rho Oph A,246.396327,-23.447175,-4.385,-23.297,5.05,
chi Oph,246.755981,-18.45625,-5.378,-22.308,4.43,
eps Nor,246.795984,-47.554784,-13.68,-19.89,4.521,
ups Oph,246.95078,-8.371729,-67.49,-11.75,4.63,
iot TrA,246.98894,-64.05794,53.428,25.638,5.29,
15 Dra,246.995894,68.768137,-24.299,34.349,4.949,
zet TrA,247.117259,-70.084396,200.742,109.341,4.899,
g Her,247.160619,41.881678,30.16,-5.14,5.01,
34 Her,247.525163,48.961086,-50.466,-56.924,6.427,
i Sco,247.55198,-25.115223,-4.45,-26.33,4.79,
bet Her,247.554998,21.489611,-99.15,-15.39,2.77,Kornephoros
s Her,247.639785,20.479187,-89.23,-65.16,5.243,
lam Oph,247.72843,1.983922,-30.98,-73.42,3.9,Marfik
phi Oph,247.784862,-16.612731,-46.115,-37.503,4.27,
N Sco,247.845554,-34.704365,-12.05,-18.16,4.23,
31 Her,247.877399,33.513671,-25.587,-11.955,7.112,
ome Oph,248.034168,-21.466403,18.859,39.886,4.45,
n Her,248.148689,5.52122,15.556,-0.282,5.63,
h Her,248.151216,11.488041,-178.695,-79.223,4.85,
gam Aps,248.362844,-78.897148,-125.575,-78.212,3.854,
32 Her,248.37135,30.499065,-38.029,-2.327,6.866,
mu. Nor,248.520917,-44.045313,0.02,-1.98,4.94,
sig Her,248.52576,42.437009,-15.384,44.26,4.196,
tet TrA,248.936754,-65.495399,34.381,-29.921,5.5,
tau Sco,248.970637,-28.216017,-9.89,-22.83,2.81,Paikauhale
16 Dra,249.047585,52.900052,-12.777,27.635,5.52,
17 Dra A,249.057172,52.924423,-12.242,26.816,5.39,
12 Oph,249.089373,-2.324587,456.058,-309.224,5.77,
H Sco,249.093631,-35.255331,15.17,10.622,4.156,
zet Oph,249.289746,-10.567091,15.26,24.79,2.56,
42 Her,249.686854,48.928342,-48.049,26.315,4.9,
R Ara,249.936357,-56.994422,-8.34,-18.85,6.73,
36 Her,250.14646,4.207203,0.471,-10.012,6.93,
37 Her,250.161196,4.21979,0.395,-10.456,5.761,
g Dra,250.229662,64.589044,-0.3,-16.81,4.842,
zet Her,250.321504,31.602719,-461.52,342.28,2.8,
eta01 TrA,250.346282,-68.296122,-14.268,-11.68,5.884,
24 Sco,250.393265,-17.742166,-21.145,-1.572,4.923,
39 Her,250.402913,26.91688,1.208,-44.761,5.916,
14 Oph,250.427008,1.181231,-100.919,53.306,5.724,
eta Her,250.72402,38.922255,35.482,-85.395,3.5,
bet Aps,250.76941,-77.517433,-281.986,-354.837,4.24,
41 Her,251.249939,6.088156,-213.497,-257.504,6.55,
16 Oph,251.373645,1.020163,-3.147,6.923,6.018,
i Her,251.457883,8.582613,-1.776,13.985,5.15,
eps UMi,251.492682,82.037258,18.925,2.423,4.212,
25 Sco,251.713936,-25.528574,-3.907,-15.536,6.72,
19 Oph,251.790637,2.064529,-11.401,-14.636,6.077,
l Her,251.943417,5.246747,-19.403,-39.531,5.24,
alf TrA,252.166229,-69.027712,17.99,-31.58,1.88,Atria
52 Her,252.309242,45.983323,22.57,-51.35,4.823,
48 Her,252.313655,29.964712,-62.714,78.912,6.58,
eta Ara,252.446484,-59.041379,38.99,-26.095,3.744,
20 Oph,252.458407,-10.783065,104.147,-84.201,4.632,
eps Sco,252.540878,-34.293231,-614.85,-255.98,2.29,Larawag
k Her,252.580753,7.247683,51.33,-9.057,5.469,
50 Her,252.662327,29.806539,-5.386,-2.643,5.72,
21 Oph,252.853869,1.215947,-17.51,-13.96,5.51,
51 Her,252.93859,24.656433,9.434,5.541,5.029,
mu.01 Sco,252.967618,-38.047399,-10.451,-18.315,2.98,Xamidimura
49 Her,253.020211,14.974214,16.815,5.331,6.488,
mu.02 Sco,253.083939,-38.017535,-11.09,-23.32,3.542,Pipirima
53 Her,253.241907,31.701673,-91.057,-17.686,5.333,
zet01 Sco,253.498863,-42.36203,-0.094,-3.368,4.79,
iot Oph,253.501965,10.165361,-54.322,-34.908,4.38,
zet02 Sco,253.645854,-42.361316,-126.721,-228.837,3.62,
23 Oph,253.648725,-6.153981,-31.841,-21.2,5.23,
56 Her,253.759004,25.730681,18.525,-19.527,6.064,
54 Her,253.842365,18.433212,-113.97,11.482,5.354,
h Dra,254.007038,65.134795,237.79,50.84,4.88,
20 Dra,254.105278,65.039125,-35.23,33.26,6.4,
RR Sco,254.15766,-30.580059,-11.528,-8.72,6.1,
24 Oph,254.200161,-23.150339,-7.245,-7.682,5.57,
27 Sco,254.296562,-33.259492,4.572,-9.291,5.49,
57 Her,254.379356,25.352842,7.132,16.196,6.29,
kap Oph,254.417073,9.375029,-292.638,-9.948,3.2,
zet Ara,254.65505,-55.990144,-17.8,-36.67,3.076,
eps01 Ara,254.896034,-53.160438,1.015,21.455,4.05,
26 Oph,255.039705,-24.989139,59.045,-48.265,5.731,
eps Her,255.072389,30.926404,-47.603,26.755,3.92,
30 Oph,255.265007,-4.222644,-40.37,-78.455,4.812,
d Her,255.401505,33.568268,2.863,0.258,5.267,
29 Oph,255.463553,-18.885535,-32.316,-16.025,6.293,
32 Oph,255.782796,14.091948,25.226,-62.651,4.98,
eps02 Ara,255.786473,-53.236936,-22.409,-143.793,5.278,
61 Her,255.875898,35.414061,29.404,-44.199,6.23,
k Sco,256.205632,-34.122928,1.272,-2.049,4.87,
mu. Dra B,256.334211,54.470632,-97.897,94.87,5.69,
60 Her,256.344543,12.740826,49.982,-11.622,4.871,
c Her,257.00859,35.935189,-22.732,-20.11,5.39,
zet Dra,257.19665,65.714684,-20.43,19.61,3.17,Aldhibah
eta Oph,257.594528,-15.724906,40.13,99.17,2.42,Sabik
63 Her,257.763181,24.237694,-11.705,30.677,6.2,
eta Sco,258.038315,-43.239192,24.47,-288.55,3.33,
37 Oph,258.115851,10.585156,5.442,-26.27,5.34,
alf Her A,258.661886,14.390371,-17,47,3.33,
del Her,258.75796,24.839207,-21.18,-156.48,3.13,Sarin
pi. Her,258.76181,36.809162,-27.29,2.82,3.18,
36 Oph B,258.837432,-26.602826,-465.861,-1141.168,5.03,
VW Dra,259.122495,60.670613,-41.337,13.755,6.318,
U Oph,259.13214,1.210555,-1.546,-13.023,5.921,
41 Oph,259.152859,-0.445303,-31.241,-57.178,4.72,
lam UMi,259.235067,89.037706,-24.068,-3.838,6.38,
u Her,259.331532,33.100102,-4.298,-5.621,4.8,
e Her,259.417721,37.291506,-38.796,58.493,4.65,
omi Oph B,259.502525,-24.284115,-56.544,-12.559,6.8,
omi Oph A,259.502834,-24.286902,-56.853,-8.074,5.11,
e Oph,259.654126,10.864475,7.676,-97.83,5.02,
74 Her,260.088004,46.240779,-30.87,40.464,5.59,
w Her,260.164864,32.467744,135.81,-1040.953,5.39,
nu. Ser,260.206924,-12.846876,44.862,1.506,4.324,
70 Her,260.225858,24.499436,-19.355,-1.631,5.12,
ksi Oph,260.25156,-21.112936,265.543,-202.584,4.387,
zet Aps,260.497823,-67.770669,-37.437,-7.925,4.78,
tet Oph,260.502414,-24.999546,-7.37,-23.94,3.26,
iot Aps,260.524482,-70.123206,-1.881,-11.363,5.39,
V636 Sco,260.693673,-45.614278,-3.031,-2.382,6.74,
iot Ara,260.816984,-47.468196,-6.209,-17.699,5.25,
43 Oph,260.839962,-28.142833,1.097,-30.511,5.288,
rho Her B,260.919654,37.146784,-39.96,7.346,5.398,
73 Her,261.027446,22.960282,-43.501,-38.046,5.72,
bet Ara,261.324949,-55.529882,-8.039,-25.927,2.85,
gam Ara,261.34858,-56.377726,-0.44,-15.77,3.34,
kap Ara,261.50018,-50.633506,13.004,7.554,5.193,
b Oph,261.592572,-24.175311,0.1,-118.18,4.153,
sig Oph,261.62867,4.140359,1.459,6.76,4.31,
47 Oph,261.65784,-5.086598,-93.066,-43.198,4.54,
x Her,261.684341,48.260061,-0.338,-4.407,5.83,
d Oph,261.838648,-29.867035,17.052,-137.966,4.269,
bet Dra,262.608173,52.301389,-15.89,12.28,2.81,Rastaban
lam Her,262.684624,26.110646,18.782,16.184,4.41,Maasym
ups Sco,262.690988,-37.295813,-2.37,-30.09,2.65,Lesath
24 UMi,262.698289,86.968047,55.291,9.667,5.756,
del Ara,262.77464,-60.683845,-56.279,-98.714,3.62,
c Oph,262.853974,-23.962643,0.86,-25.627,4.81,
78 Her,262.95658,28.4075,7.398,26.535,5.65,
alf Ara,262.960381,-49.876145,-33.27,-67.22,2.95,
f Dra,262.99113,68.135025,-12.689,132.6,5.074,
nu.01 Dra,263.044034,55.184245,148.04,54.194,4.89,
del UMi,263.054159,86.586459,10.025,54.053,4.336,Yildun
nu.02 Dra,263.066844,55.172918,144.339,59.585,4.86,
29 Dra,263.17173,74.227358,-67.014,29.732,6.627,
f Oph,263.652895,9.586696,2.005,-8.963,5.81,
26 Dra,263.748436,61.874511,236.247,-466.111,5.23,
52 Oph,263.827084,-22.043826,-1.045,-9.873,6.481,
sig Ara,263.914956,-46.505684,-25.78,-38.3,4.59,
Q Sco,264.136896,-38.635247,-16.762,-218.275,4.267,
y Her,264.15689,48.585633,31.68,62.88,5.353,
ome Dra,264.237893,68.757967,1.69,321.452,4.77,
79 Her,264.379613,24.310006,-25.328,1.821,5.76,
ksi Ser,264.396665,-15.398556,-42.378,-59.146,3.519,
mu. Oph,264.461304,-8.118771,-11.31,-20.47,4.62,
pi. Ara,264.52298,-54.500434,-50.775,-149.745,5.242,
iot Her,264.866192,46.006333,-7.48,4.53,3.8,
lam Ara,265.099273,-49.415583,103.685,-175.956,4.77,
omi Ser,265.353636,-12.875305,-72.448,-55.32,4.228,
psi01 Dra A,265.483593,72.148869,88.254,-271.791,4.55,Dziban
psi01 Dra B,265.492097,72.156901,34.067,-276.438,5.53,
83 Her,265.618176,24.564057,-54.917,-103.891,5.558,
84 Her,265.839852,24.327821,-116.087,72.261,5.729,
58 Oph,265.857473,-21.683194,-97.253,-44.614,4.861,
bet Oph,265.868133,4.567304,-41.793,159.43,2.75,Cebalrai
mu. Ara,266.036263,-51.834053,-15.034,-190.901,5.15,Cervantes
61 Oph A,266.142047,2.579448,4.354,16.483,6.18,
eta Pav,266.433281,-64.723871,-10.483,-56.54,3.581,
mu.01 Her,266.61478,27.720711,-312.087,-773.179,3.42,
X Sgr,266.8901,-27.830787,-4.948,-10.553,4.54,
iot01 Sco,266.896171,-40.126997,0.01,-6.24,2.992,
gam Oph,266.973169,2.707279,-23.936,-74.462,3.75,
87 Her,267.204776,25.622868,-4.349,-38.848,5.1,
30 Dra,267.267799,50.78107,-42.37,203.597,5.02,
35 Dra,267.362635,76.962879,36.895,247.313,5.02,
G Sco,267.464503,-37.043276,41.717,11.975,3.21,Fuyue
z Her,267.513894,48.394152,1.164,13.176,6.89,
iot02 Sco,267.546299,-40.090432,2.686,-2.117,4.803,
V539 Ara,267.618304,-53.612407,2.517,-12.105,5.71,
nu.02 Ara,267.796022,-53.130269,14.823,0.415,6.076,
Y Oph,268.161258,-6.143576,-3.043,-4.723,6.21,
f Her,268.325113,40.007961,7.426,50.451,5.15,
ksi Dra,268.382206,56.872642,93.698,78.914,3.75,Grumium
63 Oph,268.72518,-24.887096,0.68,-2.23,6.2,
psi02 Dra,268.796467,72.005126,8.805,-2.58,5.43,
89 Her,268.854951,26.049991,3.98,5.282,5.36,
tet Her,269.063252,37.250537,2.67,6.47,3.88,
gam Dra,269.151541,51.488896,-8.48,-22.79,2.23,Eltanin
OP Her,269.202195,45.35085,15.615,-31.953,6.32,
ksi Her,269.44119,29.247879,81.919,-18.962,3.7,
nu. Her,269.625621,30.189274,-0.81,2.18,4.41,
nu. Oph,269.756633,-9.773633,-9.48,-116.69,3.34,
4 Sgr,269.948152,-23.816114,-0.9,-51.149,4.724,
93 Her,270.014235,16.750918,-7.269,-10.923,4.67,
40 Dra,270.014702,80.000847,48.428,131.872,5.939,
41 Dra,270.038257,80.004113,47.507,117.895,5.642,
66 Oph,270.065826,4.368616,1.23,-12.73,4.6,
zet Ser,270.120875,-3.690271,154.66,-45.909,4.616,
67 Oph,270.161315,2.931565,0.935,-8.772,3.93,
6 Sgr,270.346344,-17.156867,0.316,-6.454,6.261,
95 Her B,270.37485,21.59539,8.995,36.267,5.1,
68 Oph,270.438322,1.305085,20.608,-18.235,4.429,
96 Her,270.59603,20.833635,0.178,-9.369,5.249,
97 Her,270.625636,22.923225,1.122,-7.038,6.211,
7 Sgr,270.712911,-24.282467,1.096,-17.329,5.34,
tau Oph B,270.770006,-8.180254,31.13,-30.013,5.86,
9 Sgr,270.968521,-24.360731,0.539,-2.019,5.97,
V986 Oph,271.155656,1.918993,1.131,-5.592,6.147,
gam01 Sgr,271.25511,-29.580089,4.372,-4.588,4.69,
70 Oph,271.363688,2.500099,124.16,-962.82,4.03,
gam02 Sgr,271.452033,-30.42409,-53.92,-180.9,2.99,Alnasl
98 Her,271.507919,22.218876,-12.557,-6.89,5.06,
tet Ara,271.657797,-50.091476,-8.27,-8.7,3.66,
b Her,271.756627,30.562107,-100.15,53.998,5.13,
71 Oph,271.826497,8.733867,9.318,29.522,4.64,
72 Oph,271.837433,9.563847,-62.17,79.66,3.73,
omi Her,271.88563,28.762491,-0.018,8.153,3.827,
100 Her B,271.956261,26.097333,-9.12,31.964,5.79,
100 Her A,271.956528,26.101261,-16.345,39.822,5.819,
pi. Pav,272.145066,-63.668562,19.021,-191.101,4.328,
102 Her,272.189547,20.814557,-1.92,-5.89,4.347,
101 Her,272.220266,20.045233,9.056,-20.83,5.099,
73 Oph,272.39122,3.993279,48.88,-2.96,5.71,
iot Pav,272.608974,-62.00222,-76.952,222.452,5.49,
eps Tel,272.807338,-45.954412,-18.837,-38.102,4.508,
1 Sgr,272.930553,-23.701231,9.905,-32.048,4.98,
104 Her,272.975652,31.405349,-15.295,24.487,4.97,
mu. Sgr,273.44087,-21.058832,0.3,-0.48,3.85,Polis
36 Dra,273.474303,64.397285,352.918,35.572,4.987,
14 Sgr,273.56625,-21.713162,-15.294,-23.625,5.473,
15 Sgr,273.803776,-20.728269,1.451,-1.626,5.37,
16 Sgr,273.804037,-20.38797,2.446,-2.066,6.02,
37 Dra,273.82119,68.755817,16.617,-63.174,5.953,
17 Sgr,274.14737,-20.544481,10.753,-14.309,6.886,
38 Dra,274.244757,68.741456,-19.576,-96.089,6.785,
RS Sgr,274.401024,-34.107266,-2.946,-10.19,6.03,
eta Sgr,274.406821,-36.76169,-131.804,-166.309,3.11,
105 Her,274.794497,24.446056,10.121,5.627,5.279,
kap Lyr,274.965455,36.064547,-16.658,40.978,4.34,
106 Her,275.074645,21.961296,17.962,-59.923,4.96,
phi Dra,275.189301,71.337819,-5.03,37.86,4.22,
74 Oph,275.216932,3.377164,-6.994,11.952,4.856,
108 Her,275.237376,29.858923,1.341,53.261,5.63,
del Sgr,275.248512,-29.828102,33.212,-27.361,2.668,Kaus Media
t Her,275.25425,28.869951,4.022,47.67,5.115,
chi Dra,275.264094,72.732848,531.21,-349.71,3.58,
eta Ser,275.327502,-2.898827,-547.75,-701.42,3.25,
Y Sgr,275.345776,-18.860002,-3.249,-7.253,5.75,
ksi Pav,275.806822,-61.493912,-1.775,8.96,4.367,
phi Oct,275.90187,-75.044277,4.621,19.73,5.456,
zet Sct,275.914911,-8.934486,48.894,54.53,4.664,
109 Her,275.92454,21.769752,195.971,-243.234,3.84,
b Dra,275.977527,58.800734,-37.82,61.6,4.98,
mu. Lyr,276.05744,39.507238,-21.558,-5.091,5.12,Alathfar
18 Sgr,276.255947,-30.75656,-134.805,-71.73,5.574,
21 Sgr,276.337664,-20.541673,6.108,-26.699,4.86,
42 Dra,276.496404,65.563481,105.816,-26.846,4.823,Fafnir
alf Tel,276.743402,-45.968457,-17.31,-53.512,3.463,
d Ser A,276.802117,0.196113,-3.101,-8.174,5.32,
lam Sgr,276.99267,-25.421698,-44.76,-185.66,2.81,Kaus Borealis
zet Tel,277.207747,-49.070588,139.344,-229.884,4.11,
gam Sct,277.299377,-14.565803,7.788,-9.363,4.675,
c Ser,277.420748,-1.985308,29.108,-33.377,5.369,
nu. Pav,277.843437,-62.278301,-1.11,-45.31,4.64,
del01 Tel,277.939303,-45.91481,-3.75,-27.43,4.92,
61 Ser,277.987473,-1.002975,8.583,-3.825,5.936,
del02 Tel,278.008102,-45.757379,1.471,-10.798,5.07,
d Dra,278.143844,57.045596,0.068,-7.961,4.761,
kap02 CrA,278.34638,-38.725983,-2.911,-20.468,5.59,
kap01 CrA,278.34617,-38.720046,-0.512,-22.55,6.169,
tet CrA,278.375774,-42.312508,32.046,-20.932,4.614,
24 Sgr,278.47286,-24.032282,-2.543,-7.346,5.461,
25 Sgr,278.636502,-24.222395,-0.866,-2.239,6.51,
alf Sct,278.80178,-8.24407,-18.006,-313.989,3.83,
e Ser,279.399844,-0.309475,13.993,-20.922,5.768,
XY Lyr,279.526984,39.668326,5.728,8.197,6.05,
26 Sgr,280.465127,-23.833422,31.375,-27.242,6.205,
del Sct,280.568445,-9.052552,7.3,1.212,4.71,
c Dra,280.658165,55.539446,-3.642,26.582,5.02,
zet Pav,280.758901,-71.428116,1.186,-158.496,4.003,
eps Sct,280.880212,-8.275213,21.781,4.591,4.889,
lam CrA,280.945591,-38.323442,0.637,-53.975,5.111,
eps01 Lyr A,281.084765,39.670129,13.9,62.391,4.991,
eps02 Lyr A,281.094913,39.612714,7.207,49.009,5.23,
zet01 Lyr,281.193154,37.605121,25.347,19.824,4.36,
zet02 Lyr,281.20083,37.594599,23.969,23.461,5.585,
4 Aql,281.208075,2.060038,8.88,-15.27,5.005,
phi Sgr,281.414123,-26.990783,49.919,-0.09,3.14,
110 Her,281.415523,20.546309,-9.086,-335.655,4.19,
28 Sgr,281.585879,-22.392173,28.317,-1.455,5.366,
50 Dra,281.592674,75.433956,-17.061,70.391,5.358,
5 Aql,281.619083,-0.961639,,,5.89,
111 Her,281.755143,18.181516,98.835,115.12,4.36,
bet Sct,281.793643,-4.747873,-7.972,-16.398,4.22,
R Sct,281.870624,-5.705151,-44.4,-32.212,5.2,
205 Dra,281.873248,49.432026,13.192,-11.662,7.18,
mu. CrA,281.935907,-40.406166,23.69,-18.373,5.217,
tet Pav,282.157937,-65.07768,-38.4,-78.362,5.701,
eta01 CrA,282.210374,-43.680043,24.063,-16.779,5.456,
eta02 CrA,282.395818,-43.434098,-2.963,-25.374,5.587,
29 Sgr,282.417116,-20.324654,-0.575,33.156,5.21,
nu.01 Lyr,282.441326,32.812818,1.54,-3.721,5.91,
nu. Lyr,282.470489,32.55106,-10.685,-11.771,5.226,
bet Lyr,282.51998,33.362669,1.9,-3.53,3.42,Sheliak
30 Sgr,282.710379,-22.162189,-17.809,-34.129,6.61,
omi Dra,282.800393,59.38835,79.097,26.328,4.636,
8 Aql,282.842326,-3.317857,2.019,-21.422,6.056,
lam Pav,283.054309,-62.187592,-1.86,-13.02,4.207,
112 Her,283.06845,21.425142,-7.526,-10.231,5.393,
kap Tel,283.165187,-52.10737,38.421,-96.728,5.173,
del01 Lyr,283.431496,36.971719,1.404,-2.884,5.573,
33 Sgr,283.500367,-21.359848,4.943,-18.506,5.678,
nu.01 Sgr,283.542408,-22.744839,3.919,-8.092,4.845,Ainalrami
ups Dra,283.599382,71.297196,50.28,42.736,4.814,
del02 Lyr,283.62618,36.898615,-7.36,4.06,4.3,
113 Her,283.68702,22.645075,6.571,1.305,4.6,
chi Oct,283.696419,-87.605843,-36.555,-135.715,5.278,
nu.02 Sgr,283.779739,-22.671284,104.663,-28.501,4.98,
13 Lyr,283.83376,43.946089,20.136,81.349,4,
62 Ser,283.864421,6.615301,8.279,-87.939,5.566,
tet01 Ser,284.054946,4.203606,46.474,31.313,4.57,
tet02 Ser,284.061004,4.202128,50.044,28.363,4.98,
48 Dra,284.187649,57.814816,-26.512,-61.867,5.663,
kap Pav,284.23762,-67.233495,-8.186,16.042,4.4,
eta Sct,284.265292,-5.846315,61.567,-41.232,4.818,
64 Ser,284.319125,2.535346,-5.328,-12.207,5.551,
ksi01 Sgr,284.33532,-20.656348,-1.116,-6.066,5.054,
ksi02 Sgr,284.432496,-21.106656,31.72,-13.33,3.51,
FF Aql,284.561451,17.360916,-1.151,-9.823,5.38,
lam Tel,284.615696,-52.938628,12.18,-8.76,4.838,
ome Pav,284.651865,-60.200548,-125.674,32.426,5.14,
eps CrA,284.680761,-37.107328,-131.234,-98.23,4.83,
10 Aql,284.695517,13.90665,0.238,-47.108,5.89,
gam Lyr,284.735927,32.689556,-3.09,1.11,3.25,Sulafat
11 Aql,284.773911,13.622243,14.853,-124.527,5.258,
eps Aql,284.905651,15.068281,-51.062,-69.439,4.02,
lam Lyr,285.00344,32.145513,6.232,9.4,4.93,
49 Dra,285.181068,55.658301,-10.845,-7.53,5.513,
16 Lyr,285.359927,46.934763,22.004,-80.894,5.006,
i Aql,285.42012,-5.739089,-22.592,-43.08,4.02,
zet Sgr,285.653043,-29.880063,10.79,21.11,2.59,Ascella
g Aql,285.727087,-3.698969,15.558,2.571,5.4,
